fold,fit_role,branch,index,name,family,candidate,transform,status,center,scale,unit_conversion,sample_n,finite,abs_gt_5_fraction,abs_gt_10_fraction,abs_gt_20_fraction,abs_gt_50_fraction
small_I0002,train_only,X_seq,144,coh_F3-O1_highLowRat,eeg_coherence,D_selective_log1p_robust,same_as_C_not_log_eligible,previewed,1.0628246294231865,0.9833345085300793,none_unapproved,46718,True,0.010653452428896577,0.0007166261265796523,2.3120816324040004e-05,0.0
small_I0002,train_only,X_seq,145,coh_F3-O1_centroid,eeg_coherence,A_old_clip,"clip[-50,50]",previewed,0.0,1.0,none_unapproved,46718,True,0.9145874140382351,0.9119956182000964,0.013835901698488537,0.0
small_I0002,train_only,X_seq,145,coh_F3-O1_centroid,eeg_coherence,B_mean_std,B_mean_std,previewed,14.147727754556275,4.686975617034051,none_unapproved,46718,True,0.0,0.0,0.0,0.0
small_I0002,train_only,X_seq,145,coh_F3-O1_centroid,eeg_coherence,C_median_iqr,C_median_iqr,previewed,15.04652039252706,2.981238722553382,none_unapproved,46718,True,0.08541258596176494,0.0,0.0,0.0
small_I0002,train_only,X_seq,145,coh_F3-O1_centroid,eeg_coherence,D_selective_log1p_robust,same_as_C_not_log_eligible,previewed,15.04652039252706,2.981238722553382,none_unapproved,46718,True,0.08541258596176494,0.0,0.0,0.0
small_I0002,train_only,X_seq,146,coh_F3-O1_entropy,eeg_coherence,A_old_clip,"clip[-50,50]",previewed,0.0,1.0,none_unapproved,46718,True,0.0,0.0,0.0,0.0
small_I0002,train_only,X_seq,146,coh_F3-O1_entropy,eeg_coherence,B_mean_std,B_mean_std,previewed,0.8725743308402317,0.2645625169352697,none_unapproved,46718,True,0.0,0.0,0.0,0.0
small_I0002,train_only,X_seq,146,coh_F3-O1_entropy,eeg_coherence,C_median_iqr,C_median_iqr,previewed,0.9525874560314227,0.04321040521568642,none_unapproved,46718,True,0.08541258596176494,0.08541258596176494,0.08541258596176494,0.0
small_I0002,train_only,X_seq,146,coh_F3-O1_entropy,eeg_coherence,D_selective_log1p_robust,same_as_C_not_log_eligible,previewed,0.9525874560314227,0.04321040521568642,none_unapproved,46718,True,0.08541258596176494,0.08541258596176494,0.08541258596176494,0.0
small_I0002,train_only,X_seq,147,coh_F3-O1_bandwidth,eeg_coherence,A_old_clip,"clip[-50,50]",previewed,0.0,1.0,none_unapproved,46718,True,0.9145874140382351,0.0023829934144287625,0.0,0.0
small_I0002,train_only,X_seq,147,coh_F3-O1_bandwidth,eeg_coherence,B_mean_std,B_mean_std,previewed,7.44002285427657,2.328175931728463,none_unapproved,46718,True,0.0,0.0,0.0,0.0
small_I0002,train_only,X_seq,147,coh_F3-O1_bandwidth,eeg_coherence,C_median_iqr,C_median_iqr,previewed,8.083847948422164,0.9721522734653325,none_unapproved,46718,True,0.08541258596176494,0.0,0.0,0.0
small_I0002,train_only,X_seq,147,coh_F3-O1_bandwidth,eeg_coherence,D_selective_log1p_robust,same_as_C_not_log_eligible,previewed,8.083847948422164,0.9721522734653325,none_unapproved,46718,True,0.08541258596176494,0.0,0.0,0.0
small_I0002,train_only,X_seq,148,coh_F3-O1_lowsig,eeg_coherence,A_old_clip,"clip[-50,50]",previewed,0.0,1.0,none_unapproved,46718,True,0.0,0.0,0.0,0.0
small_I0002,train_only,X_seq,148,coh_F3-O1_lowsig,eeg_coherence,B_mean_std,B_mean_std,previewed,0.2707593444282823,0.20401270623165482,none_unapproved,46718,True,0.0,0.0,0.0,0.0
small_I0002,train_only,X_seq,148,coh_F3-O1_lowsig,eeg_coherence,C_median_iqr,C_median_iqr,previewed,0.23746103915694092,0.2540166309948197,none_unapproved,46718,True,0.0,0.0,0.0,0.0
small_I0002,train_only,X_seq,148,coh_F3-O1_lowsig,eeg_coherence,D_selective_log1p_robust,same_as_C_not_log_eligible,previewed,0.23746103915694092,0.2540166309948197,none_unapproved,46718,True,0.0,0.0,0.0,0.0
small_I0002,train_only,X_seq,149,coh_F3-O1_highsig,eeg_coherence,A_old_clip,"clip[-50,50]",previewed,0.0,1.0,none_unapproved,46718,True,0.0,0.0,0.0,0.0
small_I0002,train_only,X_seq,149,coh_F3-O1_highsig,eeg_coherence,B_mean_std,B_mean_std,previewed,0.28892333946933213,0.21259258532798744,none_unapproved,46718,True,0.0,0.0,0.0,0.0
small_I0002,train_only,X_seq,149,coh_F3-O1_highsig,eeg_coherence,C_median_iqr,C_median_iqr,previewed,0.25727184317994206,0.2757396409822599,none_unapproved,46718,True,0.0,0.0,0.0,0.0
small_I0002,train_only,X_seq,149,coh_F3-O1_highsig,eeg_coherence,D_selective_log1p_robust,same_as_C_not_log_eligible,previewed,0.25727184317994206,0.2757396409822599,none_unapproved,46718,True,0.0,0.0,0.0,0.0
small_I0002,train_only,X_seq,150,coh_F3-O2_mDelta,eeg_coherence,A_old_clip,"clip[-50,50]",previewed,0.0,1.0,none_unapproved,46718,True,0.0,0.0,0.0,0.0
small_I0002,train_only,X_seq,150,coh_F3-O2_mDelta,eeg_coherence,B_mean_std,B_mean_std,previewed,0.15260867146354273,0.16292814732901456,none_unapproved,46718,True,0.019128518749885588,0.0,0.0,0.0
small_I0002,train_only,X_seq,150,coh_F3-O2_mDelta,eeg_coherence,C_median_iqr,C_median_iqr,previewed,0.10961230952206763,0.12777935857491662,none_unapproved,46718,True,0.020122475492888134,0.0,0.0,0.0
small_I0002,train_only,X_seq,150,coh_F3-O2_mDelta,eeg_coherence,D_selective_log1p_robust,same_as_C_not_log_eligible,previewed,0.10961230952206763,0.12777935857491662,none_unapproved,46718,True,0.020122475492888134,0.0,0.0,0.0
small_I0002,train_only,X_seq,151,coh_F3-O2_mTheta,eeg_coherence,A_old_clip,"clip[-50,50]",previewed,0.0,1.0,none_unapproved,46718,True,0.0,0.0,0.0,0.0
small_I0002,train_only,X_seq,151,coh_F3-O2_mTheta,eeg_coherence,B_mean_std,B_mean_std,previewed,0.16975678779635256,0.16634980049000275,none_unapproved,46718,True,0.0,0.0,0.0,0.0
small_I0002,train_only,X_seq,151,coh_F3-O2_mTheta,eeg_coherence,C_median_iqr,C_median_iqr,previewed,0.12754019134483494,0.1475805944310988,none_unapproved,46718,True,0.019234683817831232,0.0,0.0,0.0
small_I0002,train_only,X_seq,151,coh_F3-O2_mTheta,eeg_coherence,D_selective_log1p_robust,same_as_C_not_log_eligible,previewed,0.12754019134483494,0.1475805944310988,none_unapproved,46718,True,0.019234683817831232,0.0,0.0,0.0
small_I0002,train_only,X_seq,152,coh_F3-O2_mAlpha,eeg_coherence,A_old_clip,"clip[-50,50]",previewed,0.0,1.0,none_unapproved,46718,True,0.0,0.0,0.0,0.0
small_I0002,train_only,X_seq,152,coh_F3-O2_mAlpha,eeg_coherence,B_mean_std,B_mean_std,previewed,0.18387974645026273,0.16858963573372165,none_unapproved,46718,True,0.0,0.0,0.0,0.0
small_I0002,train_only,X_seq,152,coh_F3-O2_mAlpha,eeg_coherence,C_median_iqr,C_median_iqr,previewed,0.14448509230661863,0.16046309421148985,none_unapproved,46718,True,0.019186654493199333,0.0,0.0,0.0
small_I0002,train_only,X_seq,152,coh_F3-O2_mAlpha,eeg_coherence,D_selective_log1p_robust,same_as_C_not_log_eligible,previewed,0.14448509230661863,0.16046309421148985,none_unapproved,46718,True,0.019186654493199333,0.0,0.0,0.0
small_I0002,train_only,X_seq,153,coh_F3-O2_mSigma,eeg_coherence,A_old_clip,"clip[-50,50]",previewed,0.0,1.0,none_unapproved,46718,True,0.0,0.0,0.0,0.0
small_I0002,train_only,X_seq,153,coh_F3-O2_mSigma,eeg_coherence,B_mean_std,B_mean_std,previewed,0.182213952575045,0.17268717583505927,none_unapproved,46718,True,0.0,0.0,0.0,0.0
small_I0002,train_only,X_seq,153,coh_F3-O2_mSigma,eeg_coherence,C_median_iqr,C_median_iqr,previewed,0.13752735317118686,0.15798777745799486,none_unapproved,46718,True,0.019146443341509996,0.0,0.0,0.0
small_I0002,train_only,X_seq,153,coh_F3-O2_mSigma,eeg_coherence,D_selective_log1p_robust,same_as_C_not_log_eligible,previewed,0.13752735317118686,0.15798777745799486,none_unapproved,46718,True,0.019146443341509996,0.0,0.0,0.0
small_I0002,train_only,X_seq,154,coh_F3-O2_mBeta,eeg_coherence,A_old_clip,"clip[-50,50]",previewed,0.0,1.0,none_unapproved,46718,True,0.0,0.0,0.0,0.0
small_I0002,train_only,X_seq,154,coh_F3-O2_mBeta,eeg_coherence,B_mean_std,B_mean_std,previewed,0.18772619584031644,0.1793396715982349,none_unapproved,46718,True,0.0,0.0,0.0,0.0
small_I0002,train_only,X_seq,154,coh_F3-O2_mBeta,eeg_coherence,C_median_iqr,C_median_iqr,previewed,0.13842968081649087,0.16539619694732466,none_unapproved,46718,True,0.019166036445652637,0.0,0.0,0.0
small_I0002,train_only,X_seq,154,coh_F3-O2_mBeta,eeg_coherence,D_selective_log1p_robust,same_as_C_not_log_eligible,previewed,0.13842968081649087,0.16539619694732466,none_unapproved,46718,True,0.019166036445652637,0.0,0.0,0.0
small_I0002,train_only,X_seq,155,coh_F3-O2_aucDelta,eeg_coherence,A_old_clip,"clip[-50,50]",previewed,0.0,1.0,none_unapproved,46718,True,0.0,0.0,0.0,0.0
small_I0002,train_only,X_seq,155,coh_F3-O2_aucDelta,eeg_coherence,B_mean_std,B_mean_std,previewed,0.45395466563115455,0.49052478937492994,none_unapproved,46718,True,0.019128518749885588,0.0,0.0,0.0
small_I0002,train_only,X_seq,155,coh_F3-O2_aucDelta,eeg_coherence,C_median_iqr,C_median_iqr,previewed,0.32204043898536394,0.38383929607282485,none_unapproved,46718,True,0.020239104517912387,0.0,0.0,0.0
small_I0002,train_only,X_seq,155,coh_F3-O2_aucDelta,eeg_coherence,D_selective_log1p_robust,same_as_C_not_log_eligible,previewed,0.32204043898536394,0.38383929607282485,none_unapproved,46718,True,0.020239104517912387,0.0,0.0,0.0
small_I0002,train_only,X_seq,156,coh_F3-O2_aucTheta,eeg_coherence,A_old_clip,"clip[-50,50]",previewed,0.0,1.0,none_unapproved,46718,True,0.0,0.0,0.0,0.0
small_I0002,train_only,X_seq,156,coh_F3-O2_aucTheta,eeg_coherence,B_mean_std,B_mean_std,previewed,0.5939634396464579,0.5847972559429062,none_unapproved,46718,True,0.0,0.0,0.0,0.0
small_I0002,train_only,X_seq,156,coh_F3-O2_aucTheta,eeg_coherence,C_median_iqr,C_median_iqr,previewed,0.4448121922151239,0.5231230327054663,none_unapproved,46718,True,0.019234683817831232,0.0,0.0,0.0
small_I0002,train_only,X_seq,156,coh_F3-O2_aucTheta,eeg_coherence,D_selective_log1p_robust,same_as_C_not_log_eligible,previewed,0.4448121922151239,0.5231230327054663,none_unapproved,46718,True,0.019234683817831232,0.0,0.0,0.0
small_I0002,train_only,X_seq,157,coh_F3-O2_aucAlpha,eeg_coherence,A_old_clip,"clip[-50,50]",previewed,0.0,1.0,none_unapproved,46718,True,0.0,0.0,0.0,0.0
small_I0002,train_only,X_seq,157,coh_F3-O2_aucAlpha,eeg_coherence,B_mean_std,B_mean_std,previewed,0.8266997890143408,0.7618114621661162,none_unapproved,46718,True,0.0,0.0,0.0,0.0
small_I0002,train_only,X_seq,157,coh_F3-O2_aucAlpha,eeg_coherence,C_median_iqr,C_median_iqr,previewed,0.6474805430267481,0.7312329582320348,none_unapproved,46718,True,0.019186654493199333,0.0,0.0,0.0
small_I0002,train_only,X_seq,157,coh_F3-O2_aucAlpha,eeg_coherence,D_selective_log1p_robust,same_as_C_not_log_eligible,previewed,0.6474805430267481,0.7312329582320348,none_unapproved,46718,True,0.019186654493199333,0.0,0.0,0.0
small_I0002,train_only,X_seq,158,coh_F3-O2_aucSigma,eeg_coherence,A_old_clip,"clip[-50,50]",previewed,0.0,1.0,none_unapproved,46718,True,0.0,0.0,0.0,0.0
small_I0002,train_only,X_seq,158,coh_F3-O2_aucSigma,eeg_coherence,B_mean_std,B_mean_std,previewed,0.8191019465457932,0.7794157873343773,none_unapproved,46718,True,0.0,0.0,0.0,0.0
small_I0002,train_only,X_seq,158,coh_F3-O2_aucSigma,eeg_coherence,C_median_iqr,C_median_iqr,previewed,0.6164240360541995,0.7128236189498474,none_unapproved,46718,True,0.019146443341509996,0.0,0.0,0.0
small_I0002,train_only,X_seq,158,coh_F3-O2_aucSigma,eeg_coherence,D_selective_log1p_robust,same_as_C_not_log_eligible,previewed,0.6164240360541995,0.7128236189498474,none_unapproved,46718,True,0.019146443341509996,0.0,0.0,0.0
small_I0002,train_only,X_seq,159,coh_F3-O2_aucBeta,eeg_coherence,A_old_clip,"clip[-50,50]",previewed,0.0,1.0,none_unapproved,46718,True,0.11242504088332388,0.023027999356240197,0.0,0.0
small_I0002,train_only,X_seq,159,coh_F3-O2_aucBeta,eeg_coherence,B_mean_std,B_mean_std,previewed,2.538363960491498,2.426283538829846,none_unapproved,46718,True,0.0,0.0,0.0,0.0
small_I0002,train_only,X_seq,159,coh_F3-O2_aucBeta,eeg_coherence,C_median_iqr,C_median_iqr,previewed,1.8717790141131707,2.248601539459026,none_unapproved,46718,True,0.019166036445652637,0.0,0.0,0.0
small_I0002,train_only,X_seq,159,coh_F3-O2_aucBeta,eeg_coherence,D_selective_log1p_robust,same_as_C_not_log_eligible,previewed,1.8717790141131707,2.248601539459026,none_unapproved,46718,True,0.019166036445652637,0.0,0.0,0.0
small_I0002,train_only,X_seq,160,coh_F3-O2_iqrDelta,eeg_coherence,A_old_clip,"clip[-50,50]",previewed,0.0,1.0,none_unapproved,46718,True,0.0,0.0,0.0,0.0
small_I0002,train_only,X_seq,160,coh_F3-O2_iqrDelta,eeg_coherence,B_mean_std,B_mean_std,previewed,0.10346175395318763,0.08862177563340096,none_unapproved,46718,True,0.002569318590928784,0.0,0.0,0.0
small_I0002,train_only,X_seq,160,coh_F3-O2_iqrDelta,eeg_coherence,C_median_iqr,C_median_iqr,previewed,0.08379080554914135,0.09493347331305121,none_unapproved,46718,True,0.00212701975823921,0.0,0.0,0.0
small_I0002,train_only,X_seq,160,coh_F3-O2_iqrDelta,eeg_coherence,D_selective_log1p_robust,same_as_C_not_log_eligible,previewed,0.08379080554914135,0.09493347331305121,none_unapproved,46718,True,0.00212701975823921,0.0,0.0,0.0
small_I0002,train_only,X_seq,161,coh_F3-O2_iqrTheta,eeg_coherence,A_old_clip,"clip[-50,50]",previewed,0.0,1.0,none_unapproved,46718,True,0.0,0.0,0.0,0.0
small_I0002,train_only,X_seq,161,coh_F3-O2_iqrTheta,eeg_coherence,B_mean_std,B_mean_std,previewed,0.11151162035588785,0.09105874134212413,none_unapproved,46718,True,0.0021859659219189533,0.0,0.0,0.0
small_I0002,train_only,X_seq,161,coh_F3-O2_iqrTheta,eeg_coherence,C_median_iqr,C_median_iqr,previewed,0.09282068278149393,0.09887558274025217,none_unapproved,46718,True,0.0017913150395713962,0.0,0.0,0.0
small_I0002,train_only,X_seq,161,coh_F3-O2_iqrTheta,eeg_coherence,D_selective_log1p_robust,same_as_C_not_log_eligible,previewed,0.09282068278149393,0.09887558274025217,none_unapproved,46718,True,0.0017913150395713962,0.0,0.0,0.0
small_I0002,train_only,X_seq,162,coh_F3-O2_iqrAlpha,eeg_coherence,A_old_clip,"clip[-50,50]",previewed,0.0,1.0,none_unapproved,46718,True,0.0,0.0,0.0,0.0
small_I0002,train_only,X_seq,162,coh_F3-O2_iqrAlpha,eeg_coherence,B_mean_std,B_mean_std,previewed,0.12377734303775802,0.09614349669533674,none_unapproved,46718,True,0.0012396332933653077,0.0,0.0,0.0
small_I0002,train_only,X_seq,162,coh_F3-O2_iqrAlpha,eeg_coherence,C_median_iqr,C_median_iqr,previewed,0.10642991841652613,0.10749770972828426,none_unapproved,46718,True,0.0006604687623946644,0.0,0.0,0.0
small_I0002,train_only,X_seq,162,coh_F3-O2_iqrAlpha,eeg_coherence,D_selective_log1p_robust,same_as_C_not_log_eligible,previewed,0.10642991841652613,0.10749770972828426,none_unapproved,46718,True,0.0006604687623946644,0.0,0.0,0.0
small_I0002,train_only,X_seq,163,coh_F3-O2_iqrSigma,eeg_coherence,A_old_clip,"clip[-50,50]",previewed,0.0,1.0,none_unapproved,46718,True,0.0,0.0,0.0,0.0
small_I0002,train_only,X_seq,163,coh_F3-O2_iqrSigma,eeg_coherence,B_mean_std,B_mean_std,previewed,0.11918694511057433,0.09263886513448188,none_unapproved,46718,True,0.001532218881383443,0.0,0.0,0.0
small_I0002,train_only,X_seq,163,coh_F3-O2_iqrSigma,eeg_coherence,C_median_iqr,C_median_iqr,previewed,0.1016626849770546,0.1030220413964422,none_unapproved,46718,True,0.0008535633325400748,0.0,0.0,0.0
small_I0002,train_only,X_seq,163,coh_F3-O2_iqrSigma,eeg_coherence,D_selective_log1p_robust,same_as_C_not_log_eligible,previewed,0.1016626849770546,0.1030220413964422,none_unapproved,46718,True,0.0008535633325400748,0.0,0.0,0.0
small_I0002,train_only,X_seq,164,coh_F3-O2_iqrBeta,eeg_coherence,A_old_clip,"clip[-50,50]",previewed,0.0,1.0,none_unapproved,46718,True,0.0,0.0,0.0,0.0
small_I0002,train_only,X_seq,164,coh_F3-O2_iqrBeta,eeg_coherence,B_mean_std,B_mean_std,previewed,0.12709638213646424,0.09032867436609142,none_unapproved,46718,True,0.001057789264771389,0.0,0.0,0.0
small_I0002,train_only,X_seq,164,coh_F3-O2_iqrBeta,eeg_coherence,C_median_iqr,C_median_iqr,previewed,0.1149061125274759,0.09662233776223919,none_unapproved,46718,True,0.0007477081312049597,0.0,0.0,0.0
small_I0002,train_only,X_seq,164,coh_F3-O2_iqrBeta,eeg_coherence,D_selective_log1p_robust,same_as_C_not_log_eligible,previewed,0.1149061125274759,0.09662233776223919,none_unapproved,46718,True,0.0007477081312049597,0.0,0.0,0.0
small_I0002,train_only,X_seq,165,coh_F3-O2_sigDelRat,eeg_coherence,A_old_clip,"clip[-50,50]",previewed,0.0,1.0,none_unapproved,46718,True,0.027690633752539953,0.0027319032178837084,0.00014556579926898176,0.0
small_I0002,train_only,X_seq,165,coh_F3-O2_sigDelRat,eeg_coherence,B_mean_std,B_mean_std,previewed,1.4751647359140356,1.4576787911573874,none_unapproved,46718,True,0.004574822966054637,0.0004223005183639348,2.0641883439813035e-05,0.0
small_I0002,train_only,X_seq,165,coh_F3-O2_sigDelRat,eeg_coherence,C_median_iqr,C_median_iqr,previewed,1.101705817335977,1.1567511517990605,none_unapproved,46718,True,0.010674952404488623,0.0012826332445493986,8.392617966695346e-05,0.0
small_I0002,train_only,X_seq,165,coh_F3-O2_sigDelRat,eeg_coherence,D_selective_log1p_robust,same_as_C_not_log_eligible,previewed,1.101705817335977,1.1567511517990605,none_unapproved,46718,True,0.010674952404488623,0.0012826332445493986,8.392617966695346e-05,0.0
small_I0002,train_only,X_seq,166,coh_F3-O2_alpDelRat,eeg_coherence,A_old_clip,"clip[-50,50]",previewed,0.0,1.0,none_unapproved,46718,True,0.023065755410938426,0.0018727146145678876,2.300163685845217e-05,0.0
small_I0002,train_only,X_seq,166,coh_F3-O2_alpDelRat,eeg_coherence,B_mean_std,B_mean_std,previewed,1.471501539860932,1.3352247806509292,none_unapproved,46718,True,0.004287147572018721,0.00030297803741739435,0.0,0.0
small_I0002,train_only,X_seq,166,coh_F3-O2_alpDelRat,eeg_coherence,C_median_iqr,C_median_iqr,previewed,1.15016259156601,1.1452265168996956,none_unapproved,46718,True,0.007746379232491869,0.0006119865557935331,2.300163685845217e-05,0.0
small_I0002,train_only,X_seq,166,coh_F3-O2_alpDelRat,eeg_coherence,D_selective_log1p_robust,same_as_C_not_log_eligible,previewed,1.15016259156601,1.1452265168996956,none_unapproved,46718,True,0.007746379232491869,0.0006119865557935331,2.300163685845217e-05,0.0
small_I0002,train_only,X_seq,167,coh_F3-O2_betDelRat,eeg_coherence,A_old_clip,"clip[-50,50]",previewed,0.0,1.0,none_unapproved,46718,True,0.04347752713859447,0.00667595694436817,0.0004734046732079985,0.0
small_I0002,train_only,X_seq,167,coh_F3-O2_betDelRat,eeg_coherence,B_mean_std,B_mean_std,previewed,1.5936438651752804,1.8154636986481907,none_unapproved,46718,True,0.005269734594004186,0.000494570946296398,0.0,0.0
small_I0002,train_only,X_seq,167,coh_F3-O2_betDelRat,eeg_coherence,C_median_iqr,C_median_iqr,previewed,1.0902311428675744,1.248501968965693,none_unapproved,46718,True,0.016756132307894144,0.00251821443608472,0.00013076370964297263,0.0
small_I0002,train_only,X_seq,167,coh_F3-O2_betDelRat,eeg_coherence,D_selective_log1p_robust,same_as_C_not_log_eligible,previewed,1.0902311428675744,1.248501968965693,none_unapproved,46718,True,0.016756132307894144,0.00251821443608472,0.00013076370964297263,0.0
small_I0002,train_only,X_seq,168,coh_F3-O2_highLowRat,eeg_coherence,A_old_clip,"clip[-50,50]",previewed,0.0,1.0,none_unapproved,46718,True,0.014144314319536737,0.0004932838080680494,0.0,0.0
small_I0002,train_only,X_seq,168,coh_F3-O2_highLowRat,eeg_coherence,B_mean_std,B_mean_std,previewed,1.2682283047555298,1.1035037878635188,none_unapproved,46718,True,0.004524576903362806,0.0001545757668674221,0.0,0.0
small_I0002,train_only,X_seq,168,coh_F3-O2_highLowRat,eeg_coherence,C_median_iqr,C_median_iqr,previewed,1.0,0.9113730332783171,none_unapproved,46718,True,0.009724019448563288,0.00048386863028661043,0.0,0.0
small_I0002,train_only,X_seq,168,coh_F3-O2_highLowRat,eeg_coherence,D_selective_log1p_robust,same_as_C_not_log_eligible,previewed,1.0,0.9113730332783171,none_unapproved,46718,True,0.009724019448563288,0.00048386863028661043,0.0,0.0
small_I0002,train_only,X_seq,169,coh_F3-O2_centroid,eeg_coherence,A_old_clip,"clip[-50,50]",previewed,0.0,1.0,none_unapproved,46718,True,0.9145874140382351,0.9070799657983537,0.00579667468315424,0.0
small_I0002,train_only,X_seq,169,coh_F3-O2_centroid,eeg_coherence,B_mean_std,B_mean_std,previewed,13.793959052545212,4.589114441794989,none_unapproved,46718,True,0.0,0.0,0.0,0.0
small_I0002,train_only,X_seq,169,coh_F3-O2_centroid,eeg_coherence,C_median_iqr,C_median_iqr,previewed,14.853721285271577,2.952410850706709,none_unapproved,46718,True,0.08541258596176494,0.0,0.0,0.0
small_I0002,train_only,X_seq,169,coh_F3-O2_centroid,eeg_coherence,D_selective_log1p_robust,same_as_C_not_log_eligible,previewed,14.853721285271577,2.952410850706709,none_unapproved,46718,True,0.08541258596176494,0.0,0.0,0.0
small_I0002,train_only,X_seq,170,coh_F3-O2_entropy,eeg_coherence,A_old_clip,"clip[-50,50]",previewed,0.0,1.0,none_unapproved,46718,True,0.0,0.0,0.0,0.0
small_I0002,train_only,X_seq,170,coh_F3-O2_entropy,eeg_coherence,B_mean_std,B_mean_std,previewed,0.8537251284700564,0.25900791761709313,none_unapproved,46718,True,0.0,0.0,0.0,0.0
small_I0002,train_only,X_seq,170,coh_F3-O2_entropy,eeg_coherence,C_median_iqr,C_median_iqr,previewed,0.9283083993657396,0.040914877197523625,none_unapproved,46718,True,0.08541258596176494,0.08541258596176494,0.08541258596176494,0.0
small_I0002,train_only,X_seq,170,coh_F3-O2_entropy,eeg_coherence,D_selective_log1p_robust,same_as_C_not_log_eligible,previewed,0.9283083993657396,0.040914877197523625,none_unapproved,46718,True,0.08541258596176494,0.08541258596176494,0.08541258596176494,0.0
small_I0002,train_only,X_seq,171,coh_F3-O2_bandwidth,eeg_coherence,A_old_clip,"clip[-50,50]",previewed,0.0,1.0,none_unapproved,46718,True,0.9145874140382351,0.002259404308614177,0.0,0.0
small_I0002,train_only,X_seq,171,coh_F3-O2_bandwidth,eeg_coherence,B_mean_std,B_mean_std,previewed,7.36287823849847,2.32403920794844,none_unapproved,46718,True,0.0,0.0,0.0,0.0
small_I0002,train_only,X_seq,171,coh_F3-O2_bandwidth,eeg_coherence,C_median_iqr,C_median_iqr,previewed,7.9896427776502525,1.1179784487856717,none_unapproved,46718,True,0.08541258596176494,0.0,0.0,0.0
small_I0002,train_only,X_seq,171,coh_F3-O2_bandwidth,eeg_coherence,D_selective_log1p_robust,same_as_C_not_log_eligible,previewed,7.9896427776502525,1.1179784487856717,none_unapproved,46718,True,0.08541258596176494,0.0,0.0,0.0
small_I0002,train_only,X_seq,172,coh_F3-O2_lowsig,eeg_coherence,A_old_clip,"clip[-50,50]",previewed,0.0,1.0,none_unapproved,46718,True,0.0,0.0,0.0,0.0
small_I0002,train_only,X_seq,172,coh_F3-O2_lowsig,eeg_coherence,B_mean_std,B_mean_std,previewed,0.1811694571316194,0.1763489066193288,none_unapproved,46718,True,0.0,0.0,0.0,0.0
small_I0002,train_only,X_seq,172,coh_F3-O2_lowsig,eeg_coherence,C_median_iqr,C_median_iqr,previewed,0.13552966197731636,0.17022048027957365,none_unapproved,46718,True,0.019186654493199333,0.0,0.0,0.0
small_I0002,train_only,X_seq,172,coh_F3-O2_lowsig,eeg_coherence,D_selective_log1p_robust,same_as_C_not_log_eligible,previewed,0.13552966197731636,0.17022048027957365,none_unapproved,46718,True,0.019186654493199333,0.0,0.0,0.0
small_I0002,train_only,X_seq,173,coh_F3-O2_highsig,eeg_coherence,A_old_clip,"clip[-50,50]",previewed,0.0,1.0,none_unapproved,46718,True,0.0,0.0,0.0,0.0
small_I0002,train_only,X_seq,173,coh_F3-O2_highsig,eeg_coherence,B_mean_std,B_mean_std,previewed,0.18325844799885907,0.18269800973703684,none_unapproved,46718,True,0.0,0.0,0.0,0.0
small_I0002,train_only,X_seq,173,coh_F3-O2_highsig,eeg_coherence,C_median_iqr,C_median_iqr,previewed,0.13170831170052985,0.1739690113104932,none_unapproved,46718,True,0.0,0.0,0.0,0.0
small_I0002,train_only,X_seq,173,coh_F3-O2_highsig,eeg_coherence,D_selective_log1p_robust,same_as_C_not_log_eligible,previewed,0.13170831170052985,0.1739690113104932,none_unapproved,46718,True,0.0,0.0,0.0,0.0
small_I0002,train_only,X_seq,174,coh_F4-C3_mDelta,eeg_coherence,A_old_clip,"clip[-50,50]",previewed,0.0,1.0,none_unapproved,46718,True,0.0,0.0,0.0,0.0
small_I0002,train_only,X_seq,174,coh_F4-C3_mDelta,eeg_coherence,B_mean_std,B_mean_std,previewed,0.22948521482962297,0.19770069882492297,none_unapproved,46718,True,0.0,0.0,0.0,0.0
small_I0002,train_only,X_seq,174,coh_F4-C3_mDelta,eeg_coherence,C_median_iqr,C_median_iqr,previewed,0.1760103611468016,0.23343076746322688,none_unapproved,46718,True,0.0,0.0,0.0,0.0
small_I0002,train_only,X_seq,174,coh_F4-C3_mDelta,eeg_coherence,D_selective_log1p_robust,same_as_C_not_log_eligible,previewed,0.1760103611468016,0.23343076746322688,none_unapproved,46718,True,0.0,0.0,0.0,0.0
small_I0002,train_only,X_seq,175,coh_F4-C3_mTheta,eeg_coherence,A_old_clip,"clip[-50,50]",previewed,0.0,1.0,none_unapproved,46718,True,0.0,0.0,0.0,0.0
small_I0002,train_only,X_seq,175,coh_F4-C3_mTheta,eeg_coherence,B_mean_std,B_mean_std,previewed,0.1947078373135504,0.18915989441082556,none_unapproved,46718,True,0.0,0.0,0.0,0.0
small_I0002,train_only,X_seq,175,coh_F4-C3_mTheta,eeg_coherence,C_median_iqr,C_median_iqr,previewed,0.1346847233042788,0.18309541061205392,none_unapproved,46718,True,0.0,0.0,0.0,0.0
small_I0002,train_only,X_seq,175,coh_F4-C3_mTheta,eeg_coherence,D_selective_log1p_robust,same_as_C_not_log_eligible,previewed,0.1346847233042788,0.18309541061205392,none_unapproved,46718,True,0.0,0.0,0.0,0.0
small_I0002,train_only,X_seq,176,coh_F4-C3_mAlpha,eeg_coherence,A_old_clip,"clip[-50,50]",previewed,0.0,1.0,none_unapproved,46718,True,0.0,0.0,0.0,0.0
